Level, Branch, Bus1, Bus2, Distance
81, Line.mdv201_hn_2_924_c28267, 28266.3, 28267.3,     4.2574
82, Transformer.mdv201_hn_2_924_c28267-1c, 28267.3, x_28267.3,     4.2574
83, Line.s_mdv201_hn_2_924_c28267-1c0, x_28267.3, x_28267_1.3,     4.2878
-1, Load.mdv201_hn_2_924_c28267-1c0, x_28267_1.3
76, Line.mdv201_102189fuse, 28270.3, 102189.3,     3.9489
77, Line.mdv201_hn_2_441_c28268, 102189.3, 28268.3,     4.0278
78, Line.mdv201_hn_1_330_c28264, 28268.3, 28264.3,     4.0720
79, Line.mdv201_hn_1_331_c28262, 28264.3, 28262.3,     4.1360
80, Line.mdv201_hn_1_332_c28263, 28262.3, 28263.3,     4.1787
81, Transformer.mdv201_hn_1_332_c28263-1c, 28263.3, x_28263.3,     4.1787
82, Line.s_mdv201_hn_1_332_c28263-1c0, x_28263.3, x_28263_1.3,     4.2092
-1, Load.mdv201_hn_1_332_c28263-1c0, x_28263_1.3
63, Line.mdv201_108028fuse, 69628.3, 108028.3,     3.2012
64, Line.mdv201_hn_1_178_c69653, 108028.3, 69653.3,     3.2750
65, Transformer.mdv201_hn_1_178_c69653-1c, 69653.3, x_69653.3,     3.2750
66, Line.s_mdv201_hn_1_178_c69653-1c5, x_69653.3, x_69653_6.3,     3.3055
-1, Load.mdv201_hn_1_178_c69653-1c5, x_69653_6.3
66, Line.s_mdv201_hn_1_178_c69653-1c4, x_69653.3, x_69653_5.3,     3.3055
-1, Load.mdv201_hn_1_178_c69653-1c4, x_69653_5.3
66, Line.s_mdv201_hn_1_178_c69653-1c3, x_69653.3, x_69653_4.3,     3.3055
-1, Load.mdv201_hn_1_178_c69653-1c3, x_69653_4.3
66, Line.s_mdv201_hn_1_178_c69653-1c2, x_69653.3, x_69653_3.3,     3.3055
-1, Load.mdv201_hn_1_178_c69653-1c2, x_69653_3.3
66, Line.s_mdv201_hn_1_178_c69653-1c1, x_69653.3, x_69653_2.3,     3.3055
-1, Load.mdv201_hn_1_178_c69653-1c1, x_69653_2.3
66, Line.s_mdv201_hn_1_178_c69653-1c0, x_69653.3, x_69653_1.3,     3.3055
-1, Load.mdv201_hn_1_178_c69653-1c0, x_69653_1.3
62, Line.mdv201_108027fuse, 69623.3, 108027.3,     3.1403
63, Line.mdv201_hn_1_177_c69626, 108027.3, 69626.3,     3.1582
64, Transformer.mdv201_hn_1_177_c69626-1c, 69626.3, x_69626.3,     3.1582
65, Line.s_mdv201_hn_1_177_c69626-1c1, x_69626.3, x_69626_2.3,     3.1887
-1, Load.mdv201_hn_1_177_c69626-1c1, x_69626_2.3
65, Line.s_mdv201_hn_1_177_c69626-1c0, x_69626.3, x_69626_1.3,     3.1887
-1, Load.mdv201_hn_1_177_c69626-1c0, x_69626_1.3
58, Line.mdv201_112112fuse, 52517.2, 112112.2,     2.8982
59, Line.mdv201_hn_2_895_b52515, 112112.2, 52515.2,     2.9226
60, Line.mdv201_hn_2_896_b52516, 52515.2, 52516.2,     2.9559
61, Transformer.mdv201_hn_2_896_b52516-1b, 52516.2, x_52516.2,     2.9559
62, Line.s_mdv201_hn_2_896_b52516-1b2, x_52516.2, x_52516_3.2,     2.9863
-1, Load.mdv201_hn_2_896_b52516-1b2, x_52516_3.2
62, Line.s_mdv201_hn_2_896_b52516-1b1, x_52516.2, x_52516_2.2,     2.9863
-1, Load.mdv201_hn_2_896_b52516-1b1, x_52516_2.2
62, Line.s_mdv201_hn_2_896_b52516-1b0, x_52516.2, x_52516_1.2,     2.9863
-1, Load.mdv201_hn_2_896_b52516-1b0, x_52516_1.2
61, Line.mdv201_hn_2_897_b94726, 52516.2, 94726.2,     3.0199
62, Transformer.mdv201_hn_2_897_b94726-1b, 94726.2, x_94726.2,     3.0199
63, Line.s_mdv201_hn_2_897_b94726-1b3, x_94726.2, x_94726_4.2,     3.0503
-1, Load.mdv201_hn_2_897_b94726-1b3, x_94726_4.2
63, Line.s_mdv201_hn_2_897_b94726-1b2, x_94726.2, x_94726_3.2,     3.0503
-1, Load.mdv201_hn_2_897_b94726-1b2, x_94726_3.2
63, Line.s_mdv201_hn_2_897_b94726-1b1, x_94726.2, x_94726_2.2,     3.0503
-1, Load.mdv201_hn_2_897_b94726-1b1, x_94726_2.2
63, Line.s_mdv201_hn_2_897_b94726-1b0, x_94726.2, x_94726_1.2,     3.0503
-1, Load.mdv201_hn_2_897_b94726-1b0, x_94726_1.2
62, Line.mdv201_hn_1_449_b94735, 94726.2, 94735.2,     3.0708
63, Transformer.mdv201_hn_1_449_b94735-1b, 94735.2, x_94735.2,     3.0708
64, Line.s_mdv201_hn_1_449_b94735-1b1, x_94735.2, x_94735_2.2,     3.1012
-1, Load.mdv201_hn_1_449_b94735-1b1, x_94735_2.2
64, Line.s_mdv201_hn_1_449_b94735-1b0, x_94735.2, x_94735_1.2,     3.1012
-1, Load.mdv201_hn_1_449_b94735-1b0, x_94735_1.2
63, Line.mdv201_hn_1_450_b52513, 94735.2, 52513.2,     3.1101
64, Transformer.mdv201_hn_1_450_b52513-1b, 52513.2, x_52513.2,     3.1101
65, Line.s_mdv201_hn_1_450_b52513-1b3, x_52513.2, x_52513_4.2,     3.1406
-1, Load.mdv201_hn_1_450_b52513-1b3, x_52513_4.2
65, Line.s_mdv201_hn_1_450_b52513-1b2, x_52513.2, x_52513_3.2,     3.1406
-1, Load.mdv201_hn_1_450_b52513-1b2, x_52513_3.2
65, Line.s_mdv201_hn_1_450_b52513-1b1, x_52513.2, x_52513_2.2,     3.1406
-1, Load.mdv201_hn_1_450_b52513-1b1, x_52513_2.2
65, Line.s_mdv201_hn_1_450_b52513-1b0, x_52513.2, x_52513_1.2,     3.1406
-1, Load.mdv201_hn_1_450_b52513-1b0, x_52513_1.2
64, Line.mdv201_hn_1_451_b52514, 52513.2, 52514.2,     3.1814
65, Transformer.mdv201_hn_1_451_b52514-1b, 52514.2, x_52514.2,     3.1814
66, Line.s_mdv201_hn_1_451_b52514-1b3, x_52514.2, x_52514_4.2,     3.2119
-1, Load.mdv201_hn_1_451_b52514-1b3, x_52514_4.2
66, Line.s_mdv201_hn_1_451_b52514-1b2, x_52514.2, x_52514_3.2,     3.2119
-1, Load.mdv201_hn_1_451_b52514-1b2, x_52514_3.2
66, Line.s_mdv201_hn_1_451_b52514-1b1, x_52514.2, x_52514_2.2,     3.2119
-1, Load.mdv201_hn_1_451_b52514-1b1, x_52514_2.2
66, Line.s_mdv201_hn_1_451_b52514-1b0, x_52514.2, x_52514_1.2,     3.2119
-1, Load.mdv201_hn_1_451_b52514-1b0, x_52514_1.2
55, Line.mdv201_hn_2_105_b103729, 39582.2, 103729.2,     2.7178
56, Line.mdv201_hn_2_837_b39584, 103729.2, 39584.2,     2.7556
57, Transformer.mdv201_hn_2_837_b39584-1b, 39584.2, x_39584.2,     2.7556
58, Line.s_mdv201_hn_2_837_b39584-1b1, x_39584.2, x_39584_2.2,     2.7861
-1, Load.mdv201_hn_2_837_b39584-1b1, x_39584_2.2
58, Line.s_mdv201_hn_2_837_b39584-1b0, x_39584.2, x_39584_1.2,     2.7861
-1, Load.mdv201_hn_2_837_b39584-1b0, x_39584_1.2
57, Line.mdv201_hn_2_838_b39578, 39584.2, 39578.2,     2.8193
58, Transformer.mdv201_hn_2_838_b39578-1b, 39578.2, x_39578.2,     2.8193
59, Line.s_mdv201_hn_2_838_b39578-1b2, x_39578.2, x_39578_3.2,     2.8498
-1, Load.mdv201_hn_2_838_b39578-1b2, x_39578_3.2
59, Line.s_mdv201_hn_2_838_b39578-1b1, x_39578.2, x_39578_2.2,     2.8498
-1, Load.mdv201_hn_2_838_b39578-1b1, x_39578_2.2
59, Line.s_mdv201_hn_2_838_b39578-1b0, x_39578.2, x_39578_1.2,     2.8498
-1, Load.mdv201_hn_2_838_b39578-1b0, x_39578_1.2
58, Line.mdv201_hn_2_839_b39579, 39578.2, 39579.2,     2.8821
59, Transformer.mdv201_hn_2_839_b39579-1b, 39579.2, x_39579.2,     2.8821
60, Line.s_mdv201_hn_2_839_b39579-1b3, x_39579.2, x_39579_4.2,     2.9126
-1, Load.mdv201_hn_2_839_b39579-1b3, x_39579_4.2
60, Line.s_mdv201_hn_2_839_b39579-1b2, x_39579.2, x_39579_3.2,     2.9126
-1, Load.mdv201_hn_2_839_b39579-1b2, x_39579_3.2
60, Line.s_mdv201_hn_2_839_b39579-1b1, x_39579.2, x_39579_2.2,     2.9126
-1, Load.mdv201_hn_2_839_b39579-1b1, x_39579_2.2
60, Line.s_mdv201_hn_2_839_b39579-1b0, x_39579.2, x_39579_1.2,     2.9126
-1, Load.mdv201_hn_2_839_b39579-1b0, x_39579_1.2
59, Line.mdv201_hn_2_840_b52518, 39579.2, 52518.2,     2.9427
60, Transformer.mdv201_hn_2_840_b52518-1b, 52518.2, x_52518.2,     2.9427
61, Line.s_mdv201_hn_2_840_b52518-1b2, x_52518.2, x_52518_3.2,     2.9732
-1, Load.mdv201_hn_2_840_b52518-1b2, x_52518_3.2
61, Line.s_mdv201_hn_2_840_b52518-1b1, x_52518.2, x_52518_2.2,     2.9732
-1, Load.mdv201_hn_2_840_b52518-1b1, x_52518_2.2
61, Line.s_mdv201_hn_2_840_b52518-1b0, x_52518.2, x_52518_1.2,     2.9732
-1, Load.mdv201_hn_2_840_b52518-1b0, x_52518_1.2
60, Line.mdv201_hn_2_841_b94728, 52518.2, 94728.2,     3.0058
61, Transformer.mdv201_hn_2_841_b94728-1b, 94728.2, x_94728.2,     3.0058
62, Line.s_mdv201_hn_2_841_b94728-1b4, x_94728.2, x_94728_5.2,     3.0363
-1, Load.mdv201_hn_2_841_b94728-1b4, x_94728_5.2
62, Line.s_mdv201_hn_2_841_b94728-1b3, x_94728.2, x_94728_4.2,     3.0363
-1, Load.mdv201_hn_2_841_b94728-1b3, x_94728_4.2
62, Line.s_mdv201_hn_2_841_b94728-1b2, x_94728.2, x_94728_3.2,     3.0363
-1, Load.mdv201_hn_2_841_b94728-1b2, x_94728_3.2
62, Line.s_mdv201_hn_2_841_b94728-1b1, x_94728.2, x_94728_2.2,     3.0363
-1, Load.mdv201_hn_2_841_b94728-1b1, x_94728_2.2
62, Line.s_mdv201_hn_2_841_b94728-1b0, x_94728.2, x_94728_1.2,     3.0363
-1, Load.mdv201_hn_2_841_b94728-1b0, x_94728_1.2
61, Line.mdv201_hn_2_842_b94740, 94728.2, 94740.2,     3.0726
62, Transformer.mdv201_hn_2_842_b94740-1b, 94740.2, x_94740.2,     3.0726
63, Line.s_mdv201_hn_2_842_b94740-1b3, x_94740.2, x_94740_4.2,     3.1031
-1, Load.mdv201_hn_2_842_b94740-1b3, x_94740_4.2
63, Line.s_mdv201_hn_2_842_b94740-1b2, x_94740.2, x_94740_3.2,     3.1031
-1, Load.mdv201_hn_2_842_b94740-1b2, x_94740_3.2
63, Line.s_mdv201_hn_2_842_b94740-1b1, x_94740.2, x_94740_2.2,     3.1031
-1, Load.mdv201_hn_2_842_b94740-1b1, x_94740_2.2
63, Line.s_mdv201_hn_2_842_b94740-1b0, x_94740.2, x_94740_1.2,     3.1031
-1, Load.mdv201_hn_2_842_b94740-1b0, x_94740_1.2
62, Line.mdv201_hn_2_843_b69621, 94740.2, 69621.2,     3.1366
63, Transformer.mdv201_hn_2_843_b69621-1b, 69621.2, x_69621.2,     3.1366
64, Line.s_mdv201_hn_2_843_b69621-1b3, x_69621.2, x_69621_4.2,     3.1671
-1, Load.mdv201_hn_2_843_b69621-1b3, x_69621_4.2
64, Line.s_mdv201_hn_2_843_b69621-1b2, x_69621.2, x_69621_3.2,     3.1671
-1, Load.mdv201_hn_2_843_b69621-1b2, x_69621_3.2
64, Line.s_mdv201_hn_2_843_b69621-1b1, x_69621.2, x_69621_2.2,     3.1671
-1, Load.mdv201_hn_2_843_b69621-1b1, x_69621_2.2
64, Line.s_mdv201_hn_2_843_b69621-1b0, x_69621.2, x_69621_1.2,     3.1671
-1, Load.mdv201_hn_2_843_b69621-1b0, x_69621_1.2
63, Line.mdv201_hn_2_844_b69622, 69621.2, 69622.2,     3.2064
64, Transformer.mdv201_hn_2_844_b69622-1b, 69622.2, x_69622.2,     3.2064
65, Line.s_mdv201_hn_2_844_b69622-1b1, x_69622.2, x_69622_2.2,     3.2369
-1, Load.mdv201_hn_2_844_b69622-1b1, x_69622_2.2
65, Line.s_mdv201_hn_2_844_b69622-1b0, x_69622.2, x_69622_1.2,     3.2369
-1, Load.mdv201_hn_2_844_b69622-1b0, x_69622_1.2
64, Line.mdv201_hn_2_845_b69624, 69622.2, 69624.2,     3.2341
65, Transformer.mdv201_hn_2_845_b69624-1b, 69624.2, x_69624.2,     3.2341
66, Line.s_mdv201_hn_2_845_b69624-1b0, x_69624.2, x_69624_1.2,     3.2646
-1, Load.mdv201_hn_2_845_b69624-1b0, x_69624_1.2
64, Line.mdv201_hn_2_846_b69620, 69622.2, 69620.2,     3.2585
65, Transformer.mdv201_hn_2_846_b69620-1b, 69620.2, x_69620.2,     3.2585
66, Line.s_mdv201_hn_2_846_b69620-1b1, x_69620.2, x_69620_2.2,     3.2890
-1, Load.mdv201_hn_2_846_b69620-1b1, x_69620_2.2
66, Line.s_mdv201_hn_2_846_b69620-1b0, x_69620.2, x_69620_1.2,     3.2890
-1, Load.mdv201_hn_2_846_b69620-1b0, x_69620_1.2
65, Line.mdv201_hn_2_847_b14853, 69620.2, 14853.2,     3.2890
66, Transformer.mdv201_hn_2_847_b14853-1b, 14853.2, x_14853.2,     3.2890
67, Line.s_mdv201_hn_2_847_b14853-1b2, x_14853.2, x_14853_3.2,     3.3195
-1, Load.mdv201_hn_2_847_b14853-1b2, x_14853_3.2
67, Line.s_mdv201_hn_2_847_b14853-1b1, x_14853.2, x_14853_2.2,     3.3195
-1, Load.mdv201_hn_2_847_b14853-1b1, x_14853_2.2
67, Line.s_mdv201_hn_2_847_b14853-1b0, x_14853.2, x_14853_1.2,     3.3195
-1, Load.mdv201_hn_2_847_b14853-1b0, x_14853_1.2
66, Line.mdv201_hn_2_848_b14854, 14853.2, 14854.2,     3.3460
67, Transformer.mdv201_hn_2_848_b14854-1b, 14854.2, x_14854.2,     3.3460
68, Line.s_mdv201_hn_2_848_b14854-1b1, x_14854.2, x_14854_2.2,     3.3765
-1, Load.mdv201_hn_2_848_b14854-1b1, x_14854_2.2
68, Line.s_mdv201_hn_2_848_b14854-1b0, x_14854.2, x_14854_1.2,     3.3765
-1, Load.mdv201_hn_2_848_b14854-1b0, x_14854_1.2
67, Line.mdv201_hn_2_857_b94741, 14854.2, 94741.2,     3.3948
68, Transformer.mdv201_hn_2_857_b94741-1b, 94741.2, x_94741.2,     3.3948
69, Line.s_mdv201_hn_2_857_b94741-1b2, x_94741.2, x_94741_3.2,     3.4252
-1, Load.mdv201_hn_2_857_b94741-1b2, x_94741_3.2
69, Line.s_mdv201_hn_2_857_b94741-1b1, x_94741.2, x_94741_2.2,     3.4252
-1, Load.mdv201_hn_2_857_b94741-1b1, x_94741_2.2
69, Line.s_mdv201_hn_2_857_b94741-1b0, x_94741.2, x_94741_1.2,     3.4252
-1, Load.mdv201_hn_2_857_b94741-1b0, x_94741_1.2
68, Line.mdv201_hn_2_858_b94733, 94741.2, 94733.2,     3.4545
69, Transformer.mdv201_hn_2_858_b94733-1b, 94733.2, x_94733.2,     3.4545
70, Line.s_mdv201_hn_2_858_b94733-1b4, x_94733.2, x_94733_5.2,     3.4850
-1, Load.mdv201_hn_2_858_b94733-1b4, x_94733_5.2
70, Line.s_mdv201_hn_2_858_b94733-1b3, x_94733.2, x_94733_4.2,     3.4850
-1, Load.mdv201_hn_2_858_b94733-1b3, x_94733_4.2
70, Line.s_mdv201_hn_2_858_b94733-1b2, x_94733.2, x_94733_3.2,     3.4850
-1, Load.mdv201_hn_2_858_b94733-1b2, x_94733_3.2
70, Line.s_mdv201_hn_2_858_b94733-1b1, x_94733.2, x_94733_2.2,     3.4850
-1, Load.mdv201_hn_2_858_b94733-1b1, x_94733_2.2
70, Line.s_mdv201_hn_2_858_b94733-1b0, x_94733.2, x_94733_1.2,     3.4850
-1, Load.mdv201_hn_2_858_b94733-1b0, x_94733_1.2
69, Line.mdv201_hn_2_859_b94734, 94733.2, 94734.2,     3.5085
70, Transformer.mdv201_hn_2_859_b94734-1b, 94734.2, x_94734.2,     3.5085
71, Line.s_mdv201_hn_2_859_b94734-1b1, x_94734.2, x_94734_2.2,     3.5389
-1, Load.mdv201_hn_2_859_b94734-1b1, x_94734_2.2
71, Line.s_mdv201_hn_2_859_b94734-1b0, x_94734.2, x_94734_1.2,     3.5389
-1, Load.mdv201_hn_2_859_b94734-1b0, x_94734_1.2
67, Line.mdv201_hn_2_849_b94730, 14854.2, 94730.2,     3.4045
68, Transformer.mdv201_hn_2_849_b94730-1b, 94730.2, x_94730.2,     3.4045
69, Line.s_mdv201_hn_2_849_b94730-1b2, x_94730.2, x_94730_3.2,     3.4350
-1, Load.mdv201_hn_2_849_b94730-1b2, x_94730_3.2
69, Line.s_mdv201_hn_2_849_b94730-1b1, x_94730.2, x_94730_2.2,     3.4350
-1, Load.mdv201_hn_2_849_b94730-1b1, x_94730_2.2
69, Line.s_mdv201_hn_2_849_b94730-1b0, x_94730.2, x_94730_1.2,     3.4350
-1, Load.mdv201_hn_2_849_b94730-1b0, x_94730_1.2
68, Line.mdv201_hn_2_850_b52520, 94730.2, 52520.2,     3.4664
69, Transformer.mdv201_hn_2_850_b52520-1b, 52520.2, x_52520.2,     3.4664
70, Line.s_mdv201_hn_2_850_b52520-1b2, x_52520.2, x_52520_3.2,     3.4969
-1, Load.mdv201_hn_2_850_b52520-1b2, x_52520_3.2
70, Line.s_mdv201_hn_2_850_b52520-1b1, x_52520.2, x_52520_2.2,     3.4969
-1, Load.mdv201_hn_2_850_b52520-1b1, x_52520_2.2
70, Line.s_mdv201_hn_2_850_b52520-1b0, x_52520.2, x_52520_1.2,     3.4969
-1, Load.mdv201_hn_2_850_b52520-1b0, x_52520_1.2
69, Line.mdv201_hn_2_851_b52519, 52520.2, 52519.2,     3.5225
70, Transformer.mdv201_hn_2_851_b52519-1b, 52519.2, x_52519.2,     3.5225
71, Line.s_mdv201_hn_2_851_b52519-1b2, x_52519.2, x_52519_3.2,     3.5530
-1, Load.mdv201_hn_2_851_b52519-1b2, x_52519_3.2
71, Line.s_mdv201_hn_2_851_b52519-1b1, x_52519.2, x_52519_2.2,     3.5530
-1, Load.mdv201_hn_2_851_b52519-1b1, x_52519_2.2
71, Line.s_mdv201_hn_2_851_b52519-1b0, x_52519.2, x_52519_1.2,     3.5530
-1, Load.mdv201_hn_2_851_b52519-1b0, x_52519_1.2
70, Line.mdv201_hn_2_852_b39588, 52519.2, 39588.2,     3.5813
71, Transformer.mdv201_hn_2_852_b39588-1b, 39588.2, x_39588.2,     3.5813
72, Line.s_mdv201_hn_2_852_b39588-1b2, x_39588.2, x_39588_3.2,     3.6118
-1, Load.mdv201_hn_2_852_b39588-1b2, x_39588_3.2
72, Line.s_mdv201_hn_2_852_b39588-1b1, x_39588.2, x_39588_2.2,     3.6118
-1, Load.mdv201_hn_2_852_b39588-1b1, x_39588_2.2
72, Line.s_mdv201_hn_2_852_b39588-1b0, x_39588.2, x_39588_1.2,     3.6118
-1, Load.mdv201_hn_2_852_b39588-1b0, x_39588_1.2
71, Line.mdv201_hn_2_853_b39587, 39588.2, 39587.2,     3.6456
72, Transformer.mdv201_hn_2_853_b39587-1b, 39587.2, x_39587.2,     3.6456
73, Line.s_mdv201_hn_2_853_b39587-1b2, x_39587.2, x_39587_3.2,     3.6761
-1, Load.mdv201_hn_2_853_b39587-1b2, x_39587_3.2
73, Line.s_mdv201_hn_2_853_b39587-1b1, x_39587.2, x_39587_2.2,     3.6761
-1, Load.mdv201_hn_2_853_b39587-1b1, x_39587_2.2
73, Line.s_mdv201_hn_2_853_b39587-1b0, x_39587.2, x_39587_1.2,     3.6761
-1, Load.mdv201_hn_2_853_b39587-1b0, x_39587_1.2
72, Line.mdv201_hn_2_854_b39586, 39587.2, 39586.2,     3.6889
73, Transformer.mdv201_hn_2_854_b39586-1b, 39586.2, x_39586.2,     3.6889
74, Line.s_mdv201_hn_2_854_b39586-1b2, x_39586.2, x_39586_3.2,     3.7194
-1, Load.mdv201_hn_2_854_b39586-1b2, x_39586_3.2
74, Line.s_mdv201_hn_2_854_b39586-1b1, x_39586.2, x_39586_2.2,     3.7194
-1, Load.mdv201_hn_2_854_b39586-1b1, x_39586_2.2
74, Line.s_mdv201_hn_2_854_b39586-1b0, x_39586.2, x_39586_1.2,     3.7194
-1, Load.mdv201_hn_2_854_b39586-1b0, x_39586_1.2
73, Line.mdv201_hn_2_855_b39585, 39586.2, 39585.2,     3.7532
74, Transformer.mdv201_hn_2_855_b39585-1b, 39585.2, x_39585.2,     3.7532
75, Line.s_mdv201_hn_2_855_b39585-1b3, x_39585.2, x_39585_4.2,     3.7837
-1, Load.mdv201_hn_2_855_b39585-1b3, x_39585_4.2
75, Line.s_mdv201_hn_2_855_b39585-1b2, x_39585.2, x_39585_3.2,     3.7837
-1, Load.mdv201_hn_2_855_b39585-1b2, x_39585_3.2
75, Line.s_mdv201_hn_2_855_b39585-1b1, x_39585.2, x_39585_2.2,     3.7837
-1, Load.mdv201_hn_2_855_b39585-1b1, x_39585_2.2
75, Line.s_mdv201_hn_2_855_b39585-1b0, x_39585.2, x_39585_1.2,     3.7837
-1, Load.mdv201_hn_2_855_b39585-1b0, x_39585_1.2
70, Line.mdv201_hn_2_890_b52521, 52519.2, 52521.2,     3.5932
71, Transformer.mdv201_hn_2_890_b52521-1b, 52521.2, x_52521.2,     3.5932
72, Line.s_mdv201_hn_2_890_b52521-1b4, x_52521.2, x_52521_5.2,     3.6237
-1, Load.mdv201_hn_2_890_b52521-1b4, x_52521_5.2
72, Line.s_mdv201_hn_2_890_b52521-1b3, x_52521.2, x_52521_4.2,     3.6237
-1, Load.mdv201_hn_2_890_b52521-1b3, x_52521_4.2
72, Line.s_mdv201_hn_2_890_b52521-1b2, x_52521.2, x_52521_3.2,     3.6237
-1, Load.mdv201_hn_2_890_b52521-1b2, x_52521_3.2
72, Line.s_mdv201_hn_2_890_b52521-1b1, x_52521.2, x_52521_2.2,     3.6237
-1, Load.mdv201_hn_2_890_b52521-1b1, x_52521_2.2
72, Line.s_mdv201_hn_2_890_b52521-1b0, x_52521.2, x_52521_1.2,     3.6237
-1, Load.mdv201_hn_2_890_b52521-1b0, x_52521_1.2
71, Line.mdv201_hn_2_891_b52522, 52521.2, 52522.2,     3.6746
72, Transformer.mdv201_hn_2_891_b52522-1b, 52522.2, x_52522.2,     3.6746
73, Line.s_mdv201_hn_2_891_b52522-1b1, x_52522.2, x_52522_2.2,     3.7051
-1, Load.mdv201_hn_2_891_b52522-1b1, x_52522_2.2
73, Line.s_mdv201_hn_2_891_b52522-1b0, x_52522.2, x_52522_1.2,     3.7051
-1, Load.mdv201_hn_2_891_b52522-1b0, x_52522_1.2
53, Line.mdv201_103730fuse, 39605.2, 103730.2,     2.5547
54, Line.mdv201_hn_2_319_b39610, 103730.2, 39610.2,     2.5739
55, Line.mdv201_hn_2_458_b39599, 39610.2, 39599.2,     2.6312
56, Transformer.mdv201_hn_2_458_b39599-1b, 39599.2, x_39599.2,     2.6312
57, Line.s_mdv201_hn_2_458_b39599-1b1, x_39599.2, x_39599_2.2,     2.6617
-1, Load.mdv201_hn_2_458_b39599-1b1, x_39599_2.2
57, Line.s_mdv201_hn_2_458_b39599-1b0, x_39599.2, x_39599_1.2,     2.6617
-1, Load.mdv201_hn_2_458_b39599-1b0, x_39599_1.2
56, Line.mdv201_hn_2_173_b39600, 39599.2, 39600.2,     2.6907
52, Line.mdv201_103731fuse, 39611.1, 103731.1,     2.4834
53, Line.mdv201_hn_2_310_a39613, 103731.1, 39613.1,     2.5331
54, Transformer.mdv201_hn_2_310_a39613-1a, 39613.1, x_39613.1,     2.5331
55, Line.s_mdv201_hn_2_310_a39613-1a0, x_39613.1, x_39613_1.1,     2.5636
-1, Load.mdv201_hn_2_310_a39613-1a0, x_39613_1.1
54, Line.mdv201_hn_2_027_a39614, 39613.1, 39614.1,     2.5825
55, Transformer.mdv201_hn_2_027_a39614-1a, 39614.1, x_39614.1,     2.5825
56, Line.s_mdv201_hn_2_027_a39614-1a0, x_39614.1, x_39614_1.1,     2.6130
-1, Load.mdv201_hn_2_027_a39614-1a0, x_39614_1.1
55, Line.mdv201_hn_2_026_a39597, 39614.1, 39597.1,     2.6815
56, Transformer.mdv201_hn_2_026_a39597-1a, 39597.1, x_39597.1,     2.6815
57, Line.s_mdv201_hn_2_026_a39597-1a2, x_39597.1, x_39597_3.1,     2.7120
-1, Load.mdv201_hn_2_026_a39597-1a2, x_39597_3.1
57, Line.s_mdv201_hn_2_026_a39597-1a1, x_39597.1, x_39597_2.1,     2.7120
-1, Load.mdv201_hn_2_026_a39597-1a1, x_39597_2.1
57, Line.s_mdv201_hn_2_026_a39597-1a0, x_39597.1, x_39597_1.1,     2.7120
-1, Load.mdv201_hn_2_026_a39597-1a0, x_39597_1.1
56, Line.mdv201_hn_2_097_a39598, 39597.1, 39598.1,     2.8086
57, Transformer.mdv201_hn_2_097_a39598-1a, 39598.1, x_39598.1,     2.8086
58, Line.s_mdv201_hn_2_097_a39598-1a1, x_39598.1, x_39598_2.1,     2.8391
-1, Load.mdv201_hn_2_097_a39598-1a1, x_39598_2.1
58, Line.s_mdv201_hn_2_097_a39598-1a0, x_39598.1, x_39598_1.1,     2.8391
-1, Load.mdv201_hn_2_097_a39598-1a0, x_39598_1.1
57, Line.mdv201_hn_2_905_a39596, 39598.1, 39596.1,     2.8498
58, Line.mdv201_hn_2_099_a39591, 39596.1, 39591.1,     2.9363
59, Line.mdv201_hn_2_100_a39592, 39591.1, 39592.1,     3.0232
60, Transformer.mdv201_hn_2_100_a39592-1a, 39592.1, x_39592.1,     3.0232
61, Line.s_mdv201_hn_2_100_a39592-1a0, x_39592.1, x_39592_1.1,     3.0537
-1, Load.mdv201_hn_2_100_a39592-1a0, x_39592_1.1
48, Line.mdv201_c_1_124_abc69481, 69484, 69481,     2.4389
49, Transformer.mdv201_c_1_124_abc69481-1b, 69481.2, x_69481.2,     2.4389
50, Line.s_mdv201_c_1_124_abc69481-1b2, x_69481.2, x_69481_3.2,     2.4694
-1, Load.mdv201_c_1_124_abc69481-1b2, x_69481_3.2
50, Line.s_mdv201_c_1_124_abc69481-1b1, x_69481.2, x_69481_2.2,     2.4694
-1, Load.mdv201_c_1_124_abc69481-1b1, x_69481_2.2
50, Line.s_mdv201_c_1_124_abc69481-1b0, x_69481.2, x_69481_1.2,     2.4694
-1, Load.mdv201_c_1_124_abc69481-1b0, x_69481_1.2
49, Line.mdv201_c_1_132_abc69478, 69481, 69478,     2.5218
50, Transformer.mdv201_c_1_132_abc69478-1b, 69478.2, x_69478.2,     2.5218
51, Line.s_mdv201_c_1_132_abc69478-1b1, x_69478.2, x_69478_2.2,     2.5523
-1, Load.mdv201_c_1_132_abc69478-1b1, x_69478_2.2
51, Line.s_mdv201_c_1_132_abc69478-1b0, x_69478.2, x_69478_1.2,     2.5523
-1, Load.mdv201_c_1_132_abc69478-1b0, x_69478_1.2
50, Line.mdv201_107993fuse, 69478.1, 107993.1,     2.5233
51, Line.mdv201_c_1_158_a69465, 107993.1, 69465.1,     2.5703
52, Line.mdv201_c_1_321_a69464, 69465.1, 69464.1,     2.6111
53, Transformer.mdv201_c_1_321_a69464-1a, 69464.1, x_69464.1,     2.6111
54, Line.s_mdv201_c_1_321_a69464-1a0, x_69464.1, x_69464_1.1,     2.6416
-1, Load.mdv201_c_1_321_a69464-1a0, x_69464_1.1
