Level, Branch, Bus1, Bus2, Distance
59, Line.s_mdv201_hn_2_107_a39589-1a1, x_39589.1, x_39589_2.1,     2.8638
-1, Load.mdv201_hn_2_107_a39589-1a1, x_39589_2.1
59, Line.s_mdv201_hn_2_107_a39589-1a0, x_39589.1, x_39589_1.1,     2.8638
-1, Load.mdv201_hn_2_107_a39589-1a0, x_39589_1.1
58, Line.mdv201_hn_2_108_a39577, 39589.1, 39577.1,     2.9162
59, Transformer.mdv201_hn_2_108_a39577-1a, 39577.1, x_39577.1,     2.9162
60, Line.s_mdv201_hn_2_108_a39577-1a1, x_39577.1, x_39577_2.1,     2.9467
-1, Load.mdv201_hn_2_108_a39577-1a1, x_39577_2.1
60, Line.s_mdv201_hn_2_108_a39577-1a0, x_39577.1, x_39577_1.1,     2.9467
-1, Load.mdv201_hn_2_108_a39577-1a0, x_39577_1.1
59, Line.mdv201_hn_1_166_a39571, 39577.1, 39571.1,     3.0241
60, Line.mdv201_hn_1_167_a39572, 39571.1, 39572.1,     3.1223
61, Transformer.mdv201_hn_1_167_a39572-1a, 39572.1, x_39572.1,     3.1223
62, Line.s_mdv201_hn_1_167_a39572-1a0, x_39572.1, x_39572_1.1,     3.1528
-1, Load.mdv201_hn_1_167_a39572-1a0, x_39572_1.1
61, Line.mdv201_hn_1_169_a39570, 39572.1, 39570.1,     3.1332
62, Line.mdv201_hn_1_238_a39569, 39570.1, 39569.1,     3.1985
63, Transformer.mdv201_hn_1_238_a39569-1a, 39569.1, x_39569.1,     3.1985
64, Line.s_mdv201_hn_1_238_a39569-1a1, x_39569.1, x_39569_2.1,     3.2290
-1, Load.mdv201_hn_1_238_a39569-1a1, x_39569_2.1
64, Line.s_mdv201_hn_1_238_a39569-1a0, x_39569.1, x_39569_1.1,     3.2290
-1, Load.mdv201_hn_1_238_a39569-1a0, x_39569_1.1
63, Line.mdv201_hn_1_401_a39574, 39569.1, 39574.1,     3.3052
64, Transformer.mdv201_hn_1_401_a39574-1a, 39574.1, x_39574.1,     3.3052
65, Line.s_mdv201_hn_1_401_a39574-1a0, x_39574.1, x_39574_1.1,     3.3356
-1, Load.mdv201_hn_1_401_a39574-1a0, x_39574_1.1
61, Line.mdv201_hn_1_170_a94727, 39572.1, 94727.1,     3.1817
62, Line.mdv201_112113fuse, 94727.1, 112113.1,     3.1832
63, Transformer.mdv201_112113fuse-1a, 112113.1, x_112113.1,     3.1832
64, Line.s_mdv201_112113fuse-1a1, x_112113.1, x_112113_2.1,     3.2137
-1, Load.mdv201_112113fuse-1a1, x_112113_2.1
64, Line.s_mdv201_112113fuse-1a0, x_112113.1, x_112113_1.1,     3.2137
-1, Load.mdv201_112113fuse-1a0, x_112113_1.1
63, Line.mdv201_hn_1_455_a94736, 112113.1, 94736.1,     3.2018
64, Line.mdv201_hn_1_172_a94737, 94736.1, 94737.1,     3.2701
65, Line.mdv201_hn_1_173_a94739, 94737.1, 94739.1,     3.3475
66, Line.mdv201_hn_1_174_a94742, 94739.1, 94742.1,     3.4259
67, Line.mdv201_hn_1_175_a94743, 94742.1, 94743.1,     3.4722
68, Line.mdv201_hn_1_274_a94747, 94743.1, 94747.1,     3.5243
69, Transformer.mdv201_hn_1_274_a94747-1a, 94747.1, x_94747.1,     3.5243
70, Line.s_mdv201_hn_1_274_a94747-1a0, x_94747.1, x_94747_1.1,     3.5548
-1, Load.mdv201_hn_1_274_a94747-1a0, x_94747_1.1
68, Line.mdv201_hn_1_275_a94744, 94743.1, 94744.1,     3.5511
69, Transformer.mdv201_hn_1_275_a94744-1a, 94744.1, x_94744.1,     3.5511
70, Line.s_mdv201_hn_1_275_a94744-1a0, x_94744.1, x_94744_1.1,     3.5816
-1, Load.mdv201_hn_1_275_a94744-1a0, x_94744_1.1
58, Line.mdv201_hn_2_906_a39580, 39589.1, 39580.1,     2.8528
59, Line.mdv201_hn_2_907_a39581, 39580.1, 39581.1,     2.9068
60, Transformer.mdv201_hn_2_907_a39581-1a, 39581.1, x_39581.1,     2.9068
61, Line.s_mdv201_hn_2_907_a39581-1a1, x_39581.1, x_39581_2.1,     2.9373
-1, Load.mdv201_hn_2_907_a39581-1a1, x_39581_2.1
61, Line.s_mdv201_hn_2_907_a39581-1a0, x_39581.1, x_39581_1.1,     2.9373
-1, Load.mdv201_hn_2_907_a39581-1a0, x_39581_1.1
55, Line.mdv201_hn_2_096_abc39575, 39582, 39575,     2.7949
56, Transformer.mdv201_hn_2_096_abc39575-1a, 39575.1, x_39575.1,     2.7949
57, Line.s_mdv201_hn_2_096_abc39575-1a1, x_39575.1, x_39575_2.1,     2.8254
-1, Load.mdv201_hn_2_096_abc39575-1a1, x_39575_2.1
57, Line.s_mdv201_hn_2_096_abc39575-1a0, x_39575.1, x_39575_1.1,     2.8254
-1, Load.mdv201_hn_2_096_abc39575-1a0, x_39575_1.1
56, Line.mdv201_hn_2_915_abc39576, 39575, 39576,     2.8489
57, Transformer.mdv201_hn_2_915_abc39576-1b, 39576.2, x_39576.2,     2.8489
58, Line.s_mdv201_hn_2_915_abc39576-1b0, x_39576.2, x_39576_1.2,     2.8793
-1, Load.mdv201_hn_2_915_abc39576-1b0, x_39576_1.2
57, Line.mdv201_hn_2_350_abc52517, 39576, 52517,     2.8967
58, Line.mdv201_hn_2_110_abc94729, 52517, 94729,     2.9555
59, Transformer.mdv201_hn_2_110_abc94729-1c, 94729.3, x_94729.3,     2.9555
60, Line.s_mdv201_hn_2_110_abc94729-1c0, x_94729.3, x_94729_1.3,     2.9860
-1, Load.mdv201_hn_2_110_abc94729-1c0, x_94729_1.3
59, Line.mdv201_hn_2_351_abc69616, 94729, 69616,     3.0168
60, Transformer.mdv201_hn_2_351_abc69616-1a, 69616.1, x_69616.1,     3.0168
61, Line.s_mdv201_hn_2_351_abc69616-1a0, x_69616.1, x_69616_1.1,     3.0473
-1, Load.mdv201_hn_2_351_abc69616-1a0, x_69616_1.1
60, Line.mdv201_hn_2_111_abc69617, 69616, 69617,     3.0781
61, Transformer.mdv201_hn_2_111_abc69617-1a, 69617.1, x_69617.1,     3.0781
62, Line.s_mdv201_hn_2_111_abc69617-1a2, x_69617.1, x_69617_3.1,     3.1086
-1, Load.mdv201_hn_2_111_abc69617-1a2, x_69617_3.1
62, Line.s_mdv201_hn_2_111_abc69617-1a1, x_69617.1, x_69617_2.1,     3.1086
-1, Load.mdv201_hn_2_111_abc69617-1a1, x_69617_2.1
62, Line.s_mdv201_hn_2_111_abc69617-1a0, x_69617.1, x_69617_1.1,     3.1086
-1, Load.mdv201_hn_2_111_abc69617-1a0, x_69617_1.1
61, Line.mdv201_hn_2_352_abc69623, 69617, 69623,     3.1387
62, Line.mdv201_hn_2_112_abc69628, 69623, 69628,     3.1997
63, Transformer.mdv201_hn_2_112_abc69628-1a, 69628.1, x_69628.1,     3.1997
64, Line.s_mdv201_hn_2_112_abc69628-1a2, x_69628.1, x_69628_3.1,     3.2302
-1, Load.mdv201_hn_2_112_abc69628-1a2, x_69628_3.1
64, Line.s_mdv201_hn_2_112_abc69628-1a1, x_69628.1, x_69628_2.1,     3.2302
-1, Load.mdv201_hn_2_112_abc69628-1a1, x_69628_2.1
64, Line.s_mdv201_hn_2_112_abc69628-1a0, x_69628.1, x_69628_1.1,     3.2302
-1, Load.mdv201_hn_2_112_abc69628-1a0, x_69628_1.1
63, Line.mdv201_hn_2_278_abc1032415, 69628, 1032415,     3.2768
64, Line.mdv201_hn_2_114_abc58441, 1032415, 58441,     3.3375
65, Transformer.mdv201_hn_2_114_abc58441-1b, 58441.2, x_58441.2,     3.3375
66, Line.s_mdv201_hn_2_114_abc58441-1b0, x_58441.2, x_58441_1.2,     3.3679
-1, Load.mdv201_hn_2_114_abc58441-1b0, x_58441_1.2
65, Line.mdv201_hn_21026_b69647, 58441.2, 69647.2,     3.4411
66, Transformer.mdv201_hn_21026_b69647-1b, 69647.2, x_69647.2,     3.4411
67, Line.s_mdv201_hn_21026_b69647-1b0, x_69647.2, x_69647_1.2,     3.4716
-1, Load.mdv201_hn_21026_b69647-1b0, x_69647_1.2
65, Line.mdv201_1012406fuse, 58441.3, 1012406.3,     3.3390
66, Line.mdv201_hn_1_146_c1012405, 1012406.3, 1012405.3,     3.4356
67, Line.mdv201_1012411fuse, 1012405.3, 1012411.3,     3.4371
68, Line.mdv201_hn_1_150_c1012408, 1012411.3, 1012408.3,     3.4542
69, Transformer.mdv201_hn_1_150_c1012408-1c, 1012408.3, x_1012408.3,     3.4542
70, Line.s_mdv201_hn_1_150_c1012408-1c0, x_1012408.3, x_1012408_1.3,     3.4847
-1, Load.mdv201_hn_1_150_c1012408-1c0, x_1012408_1.3
69, Line.mdv201_hn_1_333_c1012409, 1012408.3, 1012409.3,     3.5527
70, Transformer.mdv201_hn_1_333_c1012409-1c, 1012409.3, x_1012409.3,     3.5527
71, Line.s_mdv201_hn_1_333_c1012409-1c0, x_1012409.3, x_1012409_1.3,     3.5831
-1, Load.mdv201_hn_1_333_c1012409-1c0, x_1012409_1.3
70, Line.mdv201_hn_1_334_c28312, 1012409.3, 28312.3,     3.6511
71, Transformer.mdv201_hn_1_334_c28312-1c, 28312.3, x_28312.3,     3.6511
72, Line.s_mdv201_hn_1_334_c28312-1c0, x_28312.3, x_28312_1.3,     3.6816
-1, Load.mdv201_hn_1_334_c28312-1c0, x_28312_1.3
71, Line.mdv201_hn_1_335_c28311, 28312.3, 28311.3,     3.7325
72, Line.mdv201_hn_1_154_c89826, 28311.3, 89826.3,     3.7937
73, Line.mdv201_hn_1_155_c89796, 89826.3, 89796.3,     3.8959
74, Line.mdv201_hn_1_156_c89790, 89796.3, 89790.3,     3.9873
75, Line.mdv201_hn_1_164_c89779, 89790.3, 89779.3,     4.0940
76, Line.mdv201_hn_1_165_c89780, 89779.3, 89780.3,     4.1598
77, Transformer.mdv201_hn_1_165_c89780-1c, 89780.3, x_89780.3,     4.1598
78, Line.s_mdv201_hn_1_165_c89780-1c0, x_89780.3, x_89780_1.3,     4.1903
-1, Load.mdv201_hn_1_165_c89780-1c0, x_89780_1.3
77, Line.mdv201_hn_1_237_c89785, 89780.3, 89785.3,     4.2445
78, Line.mdv201_hn_1_278_c89797, 89785.3, 89797.3,     4.3125
79, Transformer.mdv201_hn_1_278_c89797-1c, 89797.3, x_89797.3,     4.3125
80, Line.s_mdv201_hn_1_278_c89797-1c0, x_89797.3, x_89797_1.3,     4.3430
-1, Load.mdv201_hn_1_278_c89797-1c0, x_89797_1.3
78, Line.mdv201_1145433fuse, 89785.3, 1145433.3,     4.2461
79, Line.mdv201_hn_1p002_c1160452, 1145433.3, 1160452.3,     4.4137
80, Line.hn_1p002_sw, 1160452.3, mdv201_1145434elb_int.3,     4.4147
81, Line.mdv201_1145434elb, mdv201_1145434elb_int.3, 1145434.3,     4.4162
82, Transformer.mdv201_1145434elb-1c, 1145434.3, x_1145434.3,     4.4162
83, Line.s_mdv201_1145434elb-1c0, x_1145434.3, x_1145434_1.3,     4.4467
-1, Load.mdv201_1145434elb-1c0, x_1145434_1.3
67, Line.mdv201_hn_1_147_c1012412, 1012405.3, 1012412.3,     3.4966
68, Transformer.mdv201_hn_1_147_c1012412-1c, 1012412.3, x_1012412.3,     3.4966
69, Line.s_mdv201_hn_1_147_c1012412-1c1, x_1012412.3, x_1012412_2.3,     3.5270
-1, Load.mdv201_hn_1_147_c1012412-1c1, x_1012412_2.3
69, Line.s_mdv201_hn_1_147_c1012412-1c0, x_1012412.3, x_1012412_1.3,     3.5270
-1, Load.mdv201_hn_1_147_c1012412-1c0, x_1012412_1.3
68, Line.mdv201_hn_1_182_c1012413, 1012412.3, 1012413.3,     3.5484
69, Line.mdv201_hn_1_152_c1012414, 1012413.3, 1012414.3,     3.6316
70, Transformer.mdv201_hn_1_152_c1012414-1c, 1012414.3, x_1012414.3,     3.6316
71, Line.s_mdv201_hn_1_152_c1012414-1c1, x_1012414.3, x_1012414_2.3,     3.6621
-1, Load.mdv201_hn_1_152_c1012414-1c1, x_1012414_2.3
71, Line.s_mdv201_hn_1_152_c1012414-1c0, x_1012414.3, x_1012414_1.3,     3.6621
-1, Load.mdv201_hn_1_152_c1012414-1c0, x_1012414_1.3
70, Line.mdv201_hn_1_153_c1012415, 1012414.3, 1012415.3,     3.7307
71, Transformer.mdv201_hn_1_153_c1012415-1c, 1012415.3, x_1012415.3,     3.7307
72, Line.s_mdv201_hn_1_153_c1012415-1c0, x_1012415.3, x_1012415_1.3,     3.7611
-1, Load.mdv201_hn_1_153_c1012415-1c0, x_1012415_1.3
67, Line.mdv201_hn_1_380_c1012407, 1012405.3, 1012407.3,     3.4774
68, Transformer.mdv201_hn_1_380_c1012407-1c, 1012407.3, x_1012407.3,     3.4774
69, Line.s_mdv201_hn_1_380_c1012407-1c0, x_1012407.3, x_1012407_1.3,     3.5078
-1, Load.mdv201_hn_1_380_c1012407-1c0, x_1012407_1.3
65, Line.mdv201_hn_2_115_abc58446, 58441, 58446,     3.3811
66, Transformer.mdv201_hn_2_115_abc58446-1c, 58446.3, x_58446.3,     3.3811
67, Line.s_mdv201_hn_2_115_abc58446-1c0, x_58446.3, x_58446_1.3,     3.4115
-1, Load.mdv201_hn_2_115_abc58446-1b0, x_58446_1.2
-1, Load.mdv201_hn_2_115_abc58446-1c0, x_58446_1.3
67, Line.s_mdv201_hn_2_115_abc58446-1b0, x_58446.2, x_58446_1.2,     3.4115
66, Transformer.mdv201_hn_2_115_abc58446-1b, 58446.2, x_58446.2,     3.3811
66, Line.mdv201_hn_2_116_abc28285, 58446, 28285,     3.4347
-1, Capacitor.mdv201_hn_2_116_abc28285-1, 28285
67, Line.mdv201_hn_2_117_abc28284, 28285, 28284,     3.4832
68, Transformer.mdv201_hn_2_117_abc28284-1c, 28284.3, x_28284.3,     3.4832
69, Line.s_mdv201_hn_2_117_abc28284-1c1, x_28284.3, x_28284_2.3,     3.5136
-1, Load.mdv201_hn_2_117_abc28284-1c1, x_28284_2.3
69, Line.s_mdv201_hn_2_117_abc28284-1c0, x_28284.3, x_28284_1.3,     3.5136
-1, Load.mdv201_hn_2_117_abc28284-1c0, x_28284_1.3
68, Line.mdv201_hn_2_306_abc28286, 28284, 28286,     3.5197
69, Transformer.mdv201_hn_2_306_abc28286-1c, 28286.3, x_28286.3,     3.5197
70, Line.s_mdv201_hn_2_306_abc28286-1c1, x_28286.3, x_28286_2.3,     3.5502
-1, Load.mdv201_hn_2_306_abc28286-1c1, x_28286_2.3
70, Line.s_mdv201_hn_2_306_abc28286-1c0, x_28286.3, x_28286_1.3,     3.5502
-1, Load.mdv201_hn_2_306_abc28286-1c0, x_28286_1.3
69, Line.mdv201_hn_2_118_abc28287, 28286, 28287,     3.6029
70, Transformer.mdv201_hn_2_118_abc28287-1a, 28287.1, x_28287.1,     3.6029
71, Line.s_mdv201_hn_2_118_abc28287-1a0, x_28287.1, x_28287_1.1,     3.6334
-1, Load.mdv201_hn_2_118_abc28287-1a0, x_28287_1.1
70, Line.mdv201_102185fuse, 28287.1, 102185.1,     3.6045
71, Line.mdv201_hn_2_119_a28282, 102185.1, 28282.1,     3.6645
72, Line.mdv201_hn_2_120_a28281, 28282.1, 28281.1,     3.7261
73, Transformer.mdv201_hn_2_120_a28281-1a, 28281.1, x_28281.1,     3.7261
74, Line.s_mdv201_hn_2_120_a28281-1a2, x_28281.1, x_28281_3.1,     3.7566
-1, Load.mdv201_hn_2_120_a28281-1a2, x_28281_3.1
74, Line.s_mdv201_hn_2_120_a28281-1a1, x_28281.1, x_28281_2.1,     3.7566
-1, Load.mdv201_hn_2_120_a28281-1a1, x_28281_2.1
74, Line.s_mdv201_hn_2_120_a28281-1a0, x_28281.1, x_28281_1.1,     3.7566
-1, Load.mdv201_hn_2_120_a28281-1a0, x_28281_1.1
73, Line.mdv201_hn_2_925_a28283, 28281.1, 28283.1,     3.7813
74, Transformer.mdv201_hn_2_925_a28283-1a, 28283.1, x_28283.1,     3.7813
75, Line.s_mdv201_hn_2_925_a28283-1a1, x_28283.1, x_28283_2.1,     3.8117
-1, Load.mdv201_hn_2_925_a28283-1a1, x_28283_2.1
75, Line.s_mdv201_hn_2_925_a28283-1a0, x_28283.1, x_28283_1.1,     3.8117
-1, Load.mdv201_hn_2_925_a28283-1a0, x_28283_1.1
73, Line.mdv201_hn_2_369_a28280, 28281.1, 28280.1,     3.7758
74, Line.mdv201_hn_1_210_a28279, 28280.1, 28279.1,     3.8181
75, Transformer.mdv201_hn_1_210_a28279-1a, 28279.1, x_28279.1,     3.8181
76, Line.s_mdv201_hn_1_210_a28279-1a2, x_28279.1, x_28279_3.1,     3.8486
-1, Load.mdv201_hn_1_210_a28279-1a2, x_28279_3.1
76, Line.s_mdv201_hn_1_210_a28279-1a1, x_28279.1, x_28279_2.1,     3.8486
-1, Load.mdv201_hn_1_210_a28279-1a1, x_28279_2.1
76, Line.s_mdv201_hn_1_210_a28279-1a0, x_28279.1, x_28279_1.1,     3.8486
-1, Load.mdv201_hn_1_210_a28279-1a0, x_28279_1.1
75, Line.mdv201_hn_1_266_a28307, 28279.1, 28307.1,     3.8904
76, Line.mdv201_hn_1_265_a89824, 28307.1, 89824.1,     3.9343
77, Transformer.mdv201_hn_1_265_a89824-1a, 89824.1, x_89824.1,     3.9343
78, Line.s_mdv201_hn_1_265_a89824-1a2, x_89824.1, x_89824_3.1,     3.9647
-1, Load.mdv201_hn_1_265_a89824-1a2, x_89824_3.1
78, Line.s_mdv201_hn_1_265_a89824-1a1, x_89824.1, x_89824_2.1,     3.9647
-1, Load.mdv201_hn_1_265_a89824-1a1, x_89824_2.1
78, Line.s_mdv201_hn_1_265_a89824-1a0, x_89824.1, x_89824_1.1,     3.9647
-1, Load.mdv201_hn_1_265_a89824-1a0, x_89824_1.1
77, Line.mdv201_hn_1_283_a89823, 89824.1, 89823.1,     3.9833
78, Line.mdv201_hn_1_307_a89825, 89823.1, 89825.1,     4.0382
79, Transformer.mdv201_hn_1_307_a89825-1a, 89825.1, x_89825.1,     4.0382
80, Line.s_mdv201_hn_1_307_a89825-1a0, x_89825.1, x_89825_1.1,     4.0687
-1, Load.mdv201_hn_1_307_a89825-1a0, x_89825_1.1
70, Line.mdv201_hn_2_128_abc28288, 28287, 28288,     3.6694
71, Transformer.mdv201_hn_2_128_abc28288-1b, 28288.2, x_28288.2,     3.6694
72, Line.s_mdv201_hn_2_128_abc28288-1b3, x_28288.2, x_28288_4.2,     3.6999
-1, Load.mdv201_hn_2_128_abc28288-1b3, x_28288_4.2
72, Line.s_mdv201_hn_2_128_abc28288-1b2, x_28288.2, x_28288_3.2,     3.6999
-1, Load.mdv201_hn_2_128_abc28288-1b2, x_28288_3.2
72, Line.s_mdv201_hn_2_128_abc28288-1b1, x_28288.2, x_28288_2.2,     3.6999
-1, Load.mdv201_hn_2_128_abc28288-1b1, x_28288_2.2
72, Line.s_mdv201_hn_2_128_abc28288-1b0, x_28288.2, x_28288_1.2,     3.6999
-1, Load.mdv201_hn_2_128_abc28288-1b0, x_28288_1.2
71, Line.mdv201_hn_2_007_bc28292, 28288.2.3, 28292.2.3,     3.7413
72, Transformer.mdv201_hn_2_007_bc28292-1b, 28292.2, x_28292.2,     3.7413
73, Line.s_mdv201_hn_2_007_bc28292-1b1, x_28292.2, x_28292_2.2,     3.7718
-1, Load.mdv201_hn_2_007_bc28292-1b1, x_28292_2.2
73, Line.s_mdv201_hn_2_007_bc28292-1b0, x_28292.2, x_28292_1.2,     3.7718
-1, Load.mdv201_hn_2_007_bc28292-1b0, x_28292_1.2
72, Line.mdv201_hn_2_196_c28291, 28292.3, 28291.3,     3.7953
73, Line.mdv201_hn_2_196_c102187, 28291.3, 102187.3,     3.7968
74, Line.mdv201_hn_2_008_c28276, 102187.3, 28276.3,     3.8471
75, Line.mdv201_102186fuse, 28276.3, 102186.3,     3.8486
76, Transformer.mdv201_102186fuse-1c, 102186.3, x_102186.3,     3.8486
77, Line.s_mdv201_102186fuse-1c2, x_102186.3, x_102186_3.3,     3.8791
-1, Load.mdv201_102186fuse-1c2, x_102186_3.3
77, Line.s_mdv201_102186fuse-1c1, x_102186.3, x_102186_2.3,     3.8791
-1, Load.mdv201_102186fuse-1c1, x_102186_2.3
77, Line.s_mdv201_102186fuse-1c0, x_102186.3, x_102186_1.3,     3.8791
-1, Load.mdv201_102186fuse-1c0, x_102186_1.3
76, Line.mdv201_hn_2_062_c28277, 102186.3, 28277.3,     3.8940
77, Transformer.mdv201_hn_2_062_c28277-1c, 28277.3, x_28277.3,     3.8940
78, Line.s_mdv201_hn_2_062_c28277-1c0, x_28277.3, x_28277_1.3,     3.9245
-1, Load.mdv201_hn_2_062_c28277-1c0, x_28277_1.3
77, Line.mdv201_hn_2_609_c28278, 28277.3, 28278.3,     3.9388
75, Line.mdv201_hn_2_009_c28270, 28276.3, 28270.3,     3.9474
76, Transformer.mdv201_hn_2_009_c28270-1c, 28270.3, x_28270.3,     3.9474
77, Line.s_mdv201_hn_2_009_c28270-1c1, x_28270.3, x_28270_2.3,     3.9778
-1, Load.mdv201_hn_2_009_c28270-1c1, x_28270_2.3
77, Line.s_mdv201_hn_2_009_c28270-1c0, x_28270.3, x_28270_1.3,     3.9778
-1, Load.mdv201_hn_2_009_c28270-1c0, x_28270_1.3
76, Line.mdv201_hn_2_010_c28269, 28270.3, 28269.3,     4.0233
77, Transformer.mdv201_hn_2_010_c28269-1c, 28269.3, x_28269.3,     4.0233
78, Line.s_mdv201_hn_2_010_c28269-1c2, x_28269.3, x_28269_3.3,     4.0537
-1, Load.mdv201_hn_2_010_c28269-1c2, x_28269_3.3
78, Line.s_mdv201_hn_2_010_c28269-1c1, x_28269.3, x_28269_2.3,     4.0537
-1, Load.mdv201_hn_2_010_c28269-1c1, x_28269_2.3
78, Line.s_mdv201_hn_2_010_c28269-1c0, x_28269.3, x_28269_1.3,     4.0537
-1, Load.mdv201_hn_2_010_c28269-1c0, x_28269_1.3
77, Line.mdv201_hn_2_011_c28265, 28269.3, 28265.3,     4.0821
78, Transformer.mdv201_hn_2_011_c28265-1c, 28265.3, x_28265.3,     4.0821
79, Line.s_mdv201_hn_2_011_c28265-1c1, x_28265.3, x_28265_2.3,     4.1126
-1, Load.mdv201_hn_2_011_c28265-1c1, x_28265_2.3
79, Line.s_mdv201_hn_2_011_c28265-1c0, x_28265.3, x_28265_1.3,     4.1126
-1, Load.mdv201_hn_2_011_c28265-1c0, x_28265_1.3
78, Line.mdv201_hn_2_922_c28261, 28265.3, 28261.3,     4.1485
79, Line.mdv201_hn_2_012_c28259, 28261.3, 28259.3,     4.1833
80, Transformer.mdv201_hn_2_012_c28259-1c, 28259.3, x_28259.3,     4.1833
81, Line.s_mdv201_hn_2_012_c28259-1c2, x_28259.3, x_28259_3.3,     4.2138
-1, Load.mdv201_hn_2_012_c28259-1c2, x_28259_3.3
81, Line.s_mdv201_hn_2_012_c28259-1c1, x_28259.3, x_28259_2.3,     4.2138
-1, Load.mdv201_hn_2_012_c28259-1c1, x_28259_2.3
81, Line.s_mdv201_hn_2_012_c28259-1c0, x_28259.3, x_28259_1.3,     4.2138
-1, Load.mdv201_hn_2_012_c28259-1c0, x_28259_1.3
80, Line.mdv201_hn_2_013_c28260, 28259.3, 28260.3,     4.2744
81, Transformer.mdv201_hn_2_013_c28260-1c, 28260.3, x_28260.3,     4.2744
82, Line.s_mdv201_hn_2_013_c28260-1c1, x_28260.3, x_28260_2.3,     4.3049
-1, Load.mdv201_hn_2_013_c28260-1c1, x_28260_2.3
82, Line.s_mdv201_hn_2_013_c28260-1c0, x_28260.3, x_28260_1.3,     4.3049
-1, Load.mdv201_hn_2_013_c28260-1c0, x_28260_1.3
81, Line.mdv201_hn_2_014_c39766, 28260.3, 39766.3,     4.3421
82, Transformer.mdv201_hn_2_014_c39766-1c, 39766.3, x_39766.3,     4.3421
83, Line.s_mdv201_hn_2_014_c39766-1c0, x_39766.3, x_39766_1.3,     4.3726
-1, Load.mdv201_hn_2_014_c39766-1c0, x_39766_1.3
81, Line.mdv201_103746fuse, 28260.3, 103746.3,     4.2759
82, Line.mdv201_hn_2_329_c39765, 103746.3, 39765.3,     4.3317
83, Line.mdv201_hn_2_165_c39776, 39765.3, 39776.3,     4.4475
84, Transformer.mdv201_hn_2_165_c39776-1c, 39776.3, x_39776.3,     4.4475
85, Line.s_mdv201_hn_2_165_c39776-1c1, x_39776.3, x_39776_2.3,     4.4780
-1, Load.mdv201_hn_2_165_c39776-1c1, x_39776_2.3
85, Line.s_mdv201_hn_2_165_c39776-1c0, x_39776.3, x_39776_1.3,     4.4780
-1, Load.mdv201_hn_2_165_c39776-1c0, x_39776_1.3
84, Line.mdv201_hn_21040_c39772, 39776.3, 39772.3,     4.4716
85, Line.mdv201_hn_21041_c39773, 39772.3, 39773.3,     4.5600
86, Transformer.mdv201_hn_21041_c39773-1c, 39773.3, x_39773.3,     4.5600
87, Line.s_mdv201_hn_21041_c39773-1c0, x_39773.3, x_39773_1.3,     4.5905
-1, Load.mdv201_hn_21041_c39773-1c0, x_39773_1.3
84, Line.mdv201_hn_2_166_c33824, 39776.3, 33824.3,     4.5143
85, Transformer.mdv201_hn_2_166_c33824-1c, 33824.3, x_33824.3,     4.5143
86, Line.s_mdv201_hn_2_166_c33824-1c1, x_33824.3, x_33824_2.3,     4.5448
-1, Load.mdv201_hn_2_166_c33824-1c1, x_33824_2.3
86, Line.s_mdv201_hn_2_166_c33824-1c0, x_33824.3, x_33824_1.3,     4.5448
-1, Load.mdv201_hn_2_166_c33824-1c0, x_33824_1.3
85, Line.mdv201_hn_2_167_c14979, 33824.3, 14979.3,     4.5713
86, Transformer.mdv201_hn_2_167_c14979-1c, 14979.3, x_14979.3,     4.5713
87, Line.s_mdv201_hn_2_167_c14979-1c1, x_14979.3, x_14979_2.3,     4.6018
-1, Load.mdv201_hn_2_167_c14979-1c1, x_14979_2.3
87, Line.s_mdv201_hn_2_167_c14979-1c0, x_14979.3, x_14979_1.3,     4.6018
-1, Load.mdv201_hn_2_167_c14979-1c0, x_14979_1.3
86, Line.mdv201_hn_2_168_c14978, 14979.3, 14978.3,     4.6515
87, Transformer.mdv201_hn_2_168_c14978-1c, 14978.3, x_14978.3,     4.6515
88, Line.s_mdv201_hn_2_168_c14978-1c2, x_14978.3, x_14978_3.3,     4.6819
-1, Load.mdv201_hn_2_168_c14978-1c2, x_14978_3.3
88, Line.s_mdv201_hn_2_168_c14978-1c1, x_14978.3, x_14978_2.3,     4.6819
-1, Load.mdv201_hn_2_168_c14978-1c1, x_14978_2.3
88, Line.s_mdv201_hn_2_168_c14978-1c0, x_14978.3, x_14978_1.3,     4.6819
-1, Load.mdv201_hn_2_168_c14978-1c0, x_14978_1.3
87, Line.mdv201_hn_21006_c1008222, 14978.3, 1008222.3,     4.7200
88, Transformer.mdv201_hn_21006_c1008222-1c, 1008222.3, x_1008222.3,     4.7200
89, Line.s_mdv201_hn_21006_c1008222-1c3, x_1008222.3, x_1008222_4.3,     4.7505
-1, Load.mdv201_hn_21006_c1008222-1c3, x_1008222_4.3
89, Line.s_mdv201_hn_21006_c1008222-1c2, x_1008222.3, x_1008222_3.3,     4.7505
-1, Load.mdv201_hn_21006_c1008222-1c2, x_1008222_3.3
89, Line.s_mdv201_hn_21006_c1008222-1c1, x_1008222.3, x_1008222_2.3,     4.7505
-1, Load.mdv201_hn_21006_c1008222-1c1, x_1008222_2.3
89, Line.s_mdv201_hn_21006_c1008222-1c0, x_1008222.3, x_1008222_1.3,     4.7505
-1, Load.mdv201_hn_21006_c1008222-1c0, x_1008222_1.3
79, Line.mdv201_102184fuse, 28261.3, 102184.3,     4.1501
80, Line.mdv201_hn_2_923_c28266, 102184.3, 28266.3,     4.1781
